model,power,prop_na,sample_size,cutpoints,beta_t,beta_tx,beta_t_tx,rand_intercept_sd,rand_slope_sd,n_sim,datetime
cox_spline2_state12,0.07,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
cox_prop_state123,0.05,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
cox_spline2_state123,0.054,0,300,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-30T18:32:09Z
otm,0.768,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
otm_rand_int,0.586,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
rand_int,0.598,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days8,0.068,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days78,0.062,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days678,0.1,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days5678,0.146,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days45678,0.296,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days345678,0.382,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
free_days2345678,0.406,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
ppo_3,0.052,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
ppo_7,0.06,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
ppo_14,0.102,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
ppo_21,0.166,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
ppo_28,0.196,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
cox_prop_state1,0.156,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
cox_spline2_state1,0.104,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
cox_prop_state12,0.066,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
cox_spline2_state12,0.074,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
cox_prop_state123,0.058,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
cox_spline2_state123,0.06,0,400,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T09:25:55Z
otm,0.798,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
otm_rand_int,0.656,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
rand_int,0.662,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days8,0.032,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days78,0.088,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days678,0.102,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days5678,0.19,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days45678,0.37,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days345678,0.45,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
free_days2345678,0.494,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
ppo_3,0.062,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
ppo_7,0.072,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
ppo_14,0.146,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
ppo_21,0.17,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
ppo_28,0.218,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
cox_prop_state1,0.182,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
cox_spline2_state1,0.12,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
cox_prop_state12,0.102,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
cox_spline2_state12,0.072,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
cox_prop_state123,0.07,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
cox_spline2_state123,0.066,0,500,NA,-0.2,0,-0.01,1e-5,0.05,500,2024-10-31T20:52:03Z
otm,0.83,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
otm_rand_int,0.502,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
rand_int,0.516,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days8,0.08617234468937876,0.002,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days78,0.134,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days678,0.25,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days5678,0.406,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days45678,0.516,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days345678,0.476,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
free_days2345678,0.402,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
ppo_3,0.102,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
ppo_7,0.114,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
ppo_14,0.11,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
ppo_21,0.142,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
ppo_28,0.134,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
cox_prop_state1,0.226,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
cox_spline2_state1,0.156,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
cox_prop_state12,0.182,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
cox_spline2_state12,0.116,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
cox_prop_state123,0.158,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
cox_spline2_state123,0.084,0,100,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T02:31:06Z
otm,0.97,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
otm_rand_int,0.8,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
rand_int,0.802,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days8,0.094,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days78,0.266,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days678,0.468,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days5678,0.722,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days45678,0.82,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days345678,0.804,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
free_days2345678,0.666,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
ppo_3,0.13,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
ppo_7,0.154,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
ppo_14,0.264,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
ppo_21,0.27,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
ppo_28,0.226,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
cox_prop_state1,0.384,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
cox_spline2_state1,0.266,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
cox_prop_state12,0.32,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
cox_spline2_state12,0.204,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
cox_prop_state123,0.224,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
cox_spline2_state123,0.142,0,200,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T09:06:07Z
otm,0.994,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
otm_rand_int,0.95,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
rand_int,0.95,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days8,0.098,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days78,0.292,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days678,0.616,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days5678,0.858,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days45678,0.94,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days345678,0.938,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
free_days2345678,0.858,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
ppo_3,0.166,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
ppo_7,0.286,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
ppo_14,0.336,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
ppo_21,0.396,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
ppo_28,0.338,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
cox_prop_state1,0.53,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
cox_spline2_state1,0.37,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
cox_prop_state12,0.45,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
cox_spline2_state12,0.266,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
cox_prop_state123,0.336,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
cox_spline2_state123,0.19,0,300,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-30T18:18:20Z
otm,0.998,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
otm_rand_int,0.982,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
rand_int,0.982,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days8,0.124,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days78,0.376,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days678,0.74,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days5678,0.934,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days45678,0.974,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days345678,0.964,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
free_days2345678,0.924,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
ppo_3,0.228,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
ppo_7,0.304,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
ppo_14,0.422,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
ppo_21,0.462,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
ppo_28,0.42,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
cox_prop_state1,0.672,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
cox_spline2_state1,0.51,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
cox_prop_state12,0.56,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
cox_spline2_state12,0.358,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
cox_prop_state123,0.526,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
cox_spline2_state123,0.294,0,400,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T06:18:58Z
otm,0.064,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
otm_rand_int,0.064,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
rand_int,0.064,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days8,0.048,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days78,0.058,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days678,0.062,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days5678,0.048,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days45678,0.062,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days345678,0.058,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
free_days2345678,0.054,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
ppo_3,0.052,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
ppo_7,0.05,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
ppo_14,0.05,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
ppo_21,0.048,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
ppo_28,0.054,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
cox_prop_state1,0.042,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
cox_spline2_state1,0.046,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
cox_prop_state12,0.068,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
cox_spline2_state12,0.054,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
cox_prop_state123,0.054,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
cox_spline2_state123,0.042,0,500,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-31T14:29:33Z
otm,1,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
otm_rand_int,0.994,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
rand_int,0.994,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days8,0.13,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days78,0.488,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days678,0.824,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days5678,0.97,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days45678,0.996,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days345678,0.992,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
free_days2345678,0.964,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
ppo_3,0.266,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
ppo_7,0.38,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
ppo_14,0.494,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
ppo_21,0.566,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
ppo_28,0.506,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
cox_prop_state1,0.716,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
cox_spline2_state1,0.56,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
cox_prop_state12,0.648,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
cox_spline2_state12,0.452,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
cox_prop_state123,0.572,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
cox_spline2_state123,0.322,0,500,NA,-0.2,-0.2,-0.01,1e-5,0.05,500,2024-10-31T20:32:10Z
otm,0.36,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
otm_rand_int,0.174,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
rand_int,0.178,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days8,0.052,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days78,0.048,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days678,0.054,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days5678,0.078,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days45678,0.062,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days345678,0.068,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
free_days2345678,0.068,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
ppo_3,0.058,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
ppo_7,0.056,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
ppo_14,0.056,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
ppo_21,0.058,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
ppo_28,0.05,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
cox_prop_state1,0.064,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
cox_spline2_state1,0.052,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
cox_prop_state12,0.054,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
cox_spline2_state12,0.05,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
cox_prop_state123,0.06,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
cox_spline2_state123,0.056,0,100,NA,-0.2,0,0,1,0.05,500,2024-10-30T04:01:18Z
otm,0.308,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
otm_rand_int,0.126,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
rand_int,0.146,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days8,0.074,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days78,0.05,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days678,0.062,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days5678,0.066,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days45678,0.058,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days345678,0.052,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
free_days2345678,0.046,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
ppo_3,0.074,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
ppo_7,0.046,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
ppo_14,0.056,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
ppo_21,0.052,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
ppo_28,0.048,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
cox_prop_state1,0.056,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
cox_spline2_state1,0.036,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
cox_prop_state12,0.05,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
cox_spline2_state12,0.046,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
cox_prop_state123,0.042,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
cox_spline2_state123,0.044,0,200,NA,-0.2,0,0,1,0.05,500,2024-10-30T11:32:31Z
otm,0.334,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
otm_rand_int,0.132,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
rand_int,0.142,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days8,0.048,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days78,0.066,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days678,0.044,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days5678,0.046,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days45678,0.046,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days345678,0.044,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
free_days2345678,0.046,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
ppo_3,0.048,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
ppo_7,0.066,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
ppo_14,0.062,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
ppo_21,0.046,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
ppo_28,0.042,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
cox_prop_state1,0.04,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
cox_spline2_state1,0.034,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
cox_prop_state12,0.054,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
cox_spline2_state12,0.05,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
cox_prop_state123,0.044,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
cox_spline2_state123,0.064,0,300,NA,-0.2,0,0,1,0.05,500,2024-10-30T19:38:13Z
otm,0.32,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
otm_rand_int,0.142,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
rand_int,0.148,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days8,0.052,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days78,0.044,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days678,0.052,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days5678,0.056,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days45678,0.066,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days345678,0.06,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
free_days2345678,0.066,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
ppo_3,0.066,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
ppo_7,0.042,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
ppo_14,0.052,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
ppo_21,0.05,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
ppo_28,0.056,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
cox_prop_state1,0.048,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
cox_spline2_state1,0.038,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
cox_prop_state12,0.05,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
cox_spline2_state12,0.07,0,400,NA,-0.2,0,0,1,0.05,500,2024-10-31T11:44:13Z
