model,power,prop_na,sample_size,cutpoints,beta_t,beta_tx,beta_t_tx,rand_intercept_sd,rand_slope_sd,n_sim,datetime
cox_spline2_state1,0.046,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
cox_prop_state12,0.04,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
cox_spline2_state12,0.048,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
cox_prop_state123,0.046,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
cox_spline2_state123,0.046,0,100,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-29T22:33:19Z
otm,0.548,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
otm_rand_int,0.356,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
rand_int,0.36,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days8,0.054,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days78,0.054,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days678,0.068,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days5678,0.082,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days45678,0.122,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days345678,0.156,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
free_days2345678,0.214,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
ppo_3,0.058,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
ppo_7,0.062,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
ppo_14,0.06,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
ppo_21,0.11,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
ppo_28,0.112,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
cox_prop_state1,0.096,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
cox_spline2_state1,0.074,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
cox_prop_state12,0.054,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
cox_spline2_state12,0.048,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
cox_prop_state123,0.058,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
cox_spline2_state123,0.058,0,200,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T04:36:42Z
otm,0.644,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
otm_rand_int,0.476,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
rand_int,0.474,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days8,0.052,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days78,0.072,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days678,0.056,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days5678,0.08,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days45678,0.138,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days345678,0.178,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
free_days2345678,0.304,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
ppo_3,0.056,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
ppo_7,0.058,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
ppo_14,0.094,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
ppo_21,0.156,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
ppo_28,0.186,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
cox_prop_state1,0.118,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
cox_spline2_state1,0.096,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
cox_prop_state12,0.056,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
cox_spline2_state12,0.052,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
cox_prop_state123,0.064,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
cox_spline2_state123,0.072,0,300,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-30T16:49:06Z
otm,0.736,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
otm_rand_int,0.626,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
rand_int,0.636,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days8,0.062,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days78,0.054,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days678,0.076,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days5678,0.084,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days45678,0.18,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days345678,0.244,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
free_days2345678,0.396,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
ppo_3,0.052,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
ppo_7,0.076,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
ppo_14,0.106,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
ppo_21,0.162,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
ppo_28,0.23,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
cox_prop_state1,0.134,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
cox_spline2_state1,0.082,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
cox_prop_state12,0.07,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
cox_spline2_state12,0.048,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
cox_prop_state123,0.06,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
cox_spline2_state123,0.042,0,400,NA,-0.2,0,-0.01,1,1e-5,500,2024-10-31T05:37:57Z
otm,0.812,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
otm_rand_int,0.734,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
rand_int,0.73,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days8,0.042,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days78,0.072,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days678,0.084,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days5678,0.088,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days45678,0.198,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days345678,0.306,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
free_days2345678,0.492,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
ppo_3,0.034,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
ppo_7,0.064,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
ppo_14,0.112,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
ppo_21,0.196,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
ppo_28,0.268,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
cox_prop_state1,0.172,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
cox_spline2_state1,0.1,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
cox_prop_state12,0.084,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
cox_spline2_state12,0.07,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
cox_prop_state123,0.076,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
cox_spline2_state123,0.068,0,500,NA,-0.2,0,-0.01,1,1e-5,500,2024-11-01T05:09:35Z
otm,0.698,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
otm_rand_int,0.384,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
rand_int,0.386,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days8,0.078,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days78,0.124,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days678,0.142,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days5678,0.206,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days45678,0.274,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days345678,0.316,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
free_days2345678,0.41,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
ppo_3,0.09,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
ppo_7,0.108,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
ppo_14,0.134,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
ppo_21,0.156,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
ppo_28,0.148,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
cox_prop_state1,0.172,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
cox_spline2_state1,0.118,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
cox_prop_state12,0.128,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
cox_spline2_state12,0.076,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
cox_prop_state123,0.094,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
cox_spline2_state123,0.078,0,100,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-29T22:22:01Z
otm,0.92,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
otm_rand_int,0.712,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
rand_int,0.712,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days8,0.076,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days78,0.192,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days678,0.252,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days5678,0.316,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days45678,0.514,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days345678,0.608,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
free_days2345678,0.7,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
ppo_3,0.104,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
ppo_7,0.15,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
ppo_14,0.198,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
ppo_21,0.302,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
ppo_28,0.286,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
cox_prop_state1,0.342,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
cox_spline2_state1,0.208,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
cox_prop_state12,0.246,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
cox_spline2_state12,0.158,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
cox_prop_state123,0.178,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
cox_spline2_state123,0.08,0,200,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T05:54:51Z
otm,0.968,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
otm_rand_int,0.834,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
rand_int,0.836,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days8,0.114,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days78,0.238,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days678,0.336,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days5678,0.45,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days45678,0.624,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days345678,0.708,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
free_days2345678,0.814,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
ppo_3,0.156,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
ppo_7,0.168,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
ppo_14,0.3,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
ppo_21,0.398,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
ppo_28,0.388,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
cox_prop_state1,0.436,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
cox_spline2_state1,0.28,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
cox_prop_state12,0.3,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
cox_spline2_state12,0.19,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
cox_prop_state123,0.268,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
cox_spline2_state123,0.142,0,300,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-30T19:03:51Z
otm,0.988,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
otm_rand_int,0.932,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
rand_int,0.932,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days8,0.108,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days78,0.338,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days678,0.488,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days5678,0.594,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days45678,0.794,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days345678,0.848,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
free_days2345678,0.934,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
ppo_3,0.206,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
ppo_7,0.322,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
ppo_14,0.394,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
ppo_21,0.49,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
ppo_28,0.492,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
cox_prop_state1,0.606,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
cox_spline2_state1,0.4,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
cox_prop_state12,0.36,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
cox_spline2_state12,0.24,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
cox_prop_state123,0.308,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
cox_spline2_state123,0.184,0,400,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T06:42:57Z
otm,0.048,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
otm_rand_int,0.048,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
rand_int,0.046,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days8,0.066,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days78,0.042,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days678,0.042,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days5678,0.054,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days45678,0.074,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days345678,0.042,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
free_days2345678,0.06,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
ppo_3,0.038,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
ppo_7,0.06,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
ppo_14,0.058,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
ppo_21,0.048,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
ppo_28,0.034,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
cox_prop_state1,0.066,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
cox_spline2_state1,0.048,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
cox_prop_state12,0.06,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
cox_spline2_state12,0.052,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
cox_prop_state123,0.062,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
cox_spline2_state123,0.04,0,300,NA,-0.2,0,0,1e-5,1e-5,500,2024-10-30T12:10:08Z
otm,0.994,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
otm_rand_int,0.964,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
rand_int,0.964,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days8,0.108,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days78,0.352,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days678,0.488,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days5678,0.632,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days45678,0.844,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days345678,0.918,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
free_days2345678,0.97,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
ppo_3,0.238,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
ppo_7,0.286,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
ppo_14,0.428,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
ppo_21,0.586,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
ppo_28,0.55,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
cox_prop_state1,0.634,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
cox_spline2_state1,0.44,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
cox_prop_state12,0.466,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
cox_spline2_state12,0.272,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
cox_prop_state123,0.34,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
cox_spline2_state123,0.172,0,500,NA,-0.2,-0.2,-0.01,1,1e-5,500,2024-10-31T21:35:52Z
otm,0.266,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
otm_rand_int,0.136,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
rand_int,0.15,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days8,0.056,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days78,0.046,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days678,0.048,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days5678,0.058,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days45678,0.062,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days345678,0.062,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
free_days2345678,0.04,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
ppo_3,0.052,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
ppo_7,0.066,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
ppo_14,0.054,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
ppo_21,0.05,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
ppo_28,0.05,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
cox_prop_state1,0.036,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
cox_spline2_state1,0.058,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
cox_prop_state12,0.046,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
cox_spline2_state12,0.062,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
cox_prop_state123,0.052,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
cox_spline2_state123,0.04,0,100,NA,-0.2,0,0,1e-5,0.05,500,2024-10-29T23:33:19Z
otm,0.256,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
otm_rand_int,0.13,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
rand_int,0.136,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days8,0.068,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days78,0.084,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days678,0.066,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days5678,0.05,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days45678,0.058,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days345678,0.066,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
free_days2345678,0.056,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
ppo_3,0.038,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
ppo_7,0.042,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
ppo_14,0.05,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
ppo_21,0.038,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
ppo_28,0.06,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
cox_prop_state1,0.044,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
cox_spline2_state1,0.058,0,200,NA,-0.2,0,0,1e-5,0.05,500,2024-10-30T07:08:36Z
